Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M02	con50	label	2000tt	1	1	P07	#372#61#57#284#182#349	#194#162#395	#79#42#202#613	#317	#621#359	#	#489#565#253#101#594#450#221#312	#	#
M02	con50	label	2000tt	2	1	P07	#372#61#57#284#182#349	#194#162#395	#79#42#202#613	#317	#621#359	#	#489#565#253#101#594#450#221#312	#	#
M02	con50	label	2000tt	3	1	P07	#372#61#57#284#182#349	#395	#	#317	#621#359	#	#489#565#221	#	#
M02	con50	label	2000tt	4	1	P07	#182#284	#395	#	#317	#621#359	#	#489#565	#	#
M02	con50	label	2000tt	5	1	P07	#61#284	#395	#	#317	#621#359	#	#489#565	#	#
M02	con50	label	2000tt	6	1	P07	#61	#	#	#	#621	#	#489#565	#	#
M02	con50	label	2000tt	7	1	P07	#	#	#	#	#621	#	#489#565	#	#
M02	con50	label	2000tt	8	1	P07	#	#	#	#	#	#	#565	#	#
M02	con50	label	2000tt	9	1	P07	#	#	#	#	#	#	#565	#	#
M02	con50	label	2000tt	10	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	11	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	12	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	13	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	14	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	15	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	16	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	17	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	18	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	19	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	20	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	21	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	22	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	23	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	24	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	25	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	26	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	27	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	28	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	29	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	30	1	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	1	2	P07	#	#	#	#	#	#	#	#	#
M02	con50	label	2000tt	2	2	P07	#497#284	#164#92	#177#412	#	#	#	#230#400#233#598#578#181#466#251#569#336#490#366	#366#412	#155#153#298#591
M02	con50	label	2000tt	3	2	P07	#497#284	#164#92	#177#412	#	#	#	#230#400#233#598#578#43#181#251#466#569#336#490#366	#366#412	#58#34
M02	con50	label	2000tt	4	2	P07	#	#164	#177	#	#	#	#43#230#466#569#400#336#490#366#598	#366	#589
M02	con50	label	2000tt	5	2	P07	#	#164	#	#	#	#	#43#230#466#569#400#336#490#366#598	#366	#
M02	con50	label	2000tt	6	2	P07	#	#	#	#	#	#	#43#569#400#336#490#366#598	#366	#
