Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M05	con50	label	2000tt	1	1	P06	#448#4#297#462#78	#291#610#339#247#117#570	#589#617#525#344#168#548	#	#	#	#295#453#619#166#70#204#410	#	#
M05	con50	label	2000tt	2	1	P06	#448#4#297#462#78	#291#610#339#247#117#570	#589#617#525#344#168#548	#	#	#	#295#453#619#166#70#204#410	#	#
M05	con50	label	2000tt	3	1	P06	#448#4	#291#339#247#570	#617#525#168	#	#	#	#295#619#166#70#410	#	#
M05	con50	label	2000tt	4	1	P06	#	#291#339#570	#617	#	#	#	#70#619#166	#	#
M05	con50	label	2000tt	5	1	P06	#	#291#570	#617	#	#	#	#619#166#70#410	#	#
M05	con50	label	2000tt	6	1	P06	#	#570	#525#617	#	#	#	#619#166	#	#
M05	con50	label	2000tt	7	1	P06	#	#	#	#	#	#	#70#619#166	#	#
M05	con50	label	2000tt	8	1	P06	#	#291	#	#	#	#	#70#619#166	#	#
M05	con50	label	2000tt	9	1	P06	#	#570	#	#	#	#	#	#	#
M05	con50	label	2000tt	10	1	P06	#	#570	#	#	#	#	#	#	#
M05	con50	label	2000tt	11	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	12	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	13	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	14	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	15	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	16	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	17	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	18	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	19	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	20	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	21	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	22	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	23	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	24	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	25	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	26	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	27	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	28	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	29	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	30	1	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	1	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	2	2	P06	#392#252	#186#167	#	#	#618	#	#551#541#15#145#69#340#166#375#268#187#623#360#68	#	#149#606#617#346
M05	con50	label	2000tt	3	2	P06	#392#252	#186#167	#	#	#618	#	#551#541#15#145#69#340#240#166#375#268#187#623#360#68	#	#606#484#368#418
M05	con50	label	2000tt	4	2	P06	#392	#	#	#	#618	#	#551#541#15#145#69#340#240#268#187#623#360#68	#	#346
M05	con50	label	2000tt	5	2	P06	#392	#	#	#	#	#	#551#541#15#145#69#340#240#166#268#187#623#360#68	#	#
M05	con50	label	2000tt	6	2	P06	#	#	#	#	#618	#	#551#541#15#145#69#340#240#268#187#623#68	#	#
M05	con50	label	2000tt	7	2	P06	#	#	#	#	#	#	#15#551#69#340#240#268#187#68	#	#
M05	con50	label	2000tt	8	2	P06	#	#	#	#	#	#	#551#68#340#187#69	#	#
M05	con50	label	2000tt	9	2	P06	#	#	#	#	#	#	#68#268#69	#	#
M05	con50	label	2000tt	10	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	11	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	12	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	13	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	14	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	15	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	16	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	17	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	18	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	19	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	20	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	21	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	22	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	23	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	24	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	25	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	26	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	27	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	28	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	29	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	30	2	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	1	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	2	3	P06	#471	#	#	#	#	#	#218#198#401#162#308#316#575#492#43#118#303#146#313#474	#	#222#321
M05	con50	label	2000tt	3	3	P06	#471	#	#	#	#	#	#218#198#401#162#308#316#575#492#43#620#118#303#146#313#474	#	#548#507#14#592#122#189#59#555#544#194#410
M05	con50	label	2000tt	4	3	P06	#471	#	#	#	#	#	#218#198#162#316#575#492#43#620#118#303#146#313	#	#547
M05	con50	label	2000tt	5	3	P06	#	#	#	#	#	#	#218#198#162#316#575#492#43#620#118#146#313	#	#
M05	con50	label	2000tt	6	3	P06	#	#	#	#	#	#	#218#198#162#316#575#492#43#620#118#303#146#313	#	#
M05	con50	label	2000tt	7	3	P06	#471	#	#	#	#	#	#218#198#162#316#575#492#43#620#118#146#313	#	#
M05	con50	label	2000tt	8	3	P06	#	#	#	#	#	#	#492#218#43#198#620#118#146#316#313	#	#
M05	con50	label	2000tt	9	3	P06	#	#	#	#	#	#	#492#218#43#198#620#118#146#316	#	#
M05	con50	label	2000tt	10	3	P06	#	#	#	#	#	#	#218#43#198#620#118#146	#	#
M05	con50	label	2000tt	11	3	P06	#	#	#	#	#	#	#218#43#198#620#118#146	#	#
M05	con50	label	2000tt	12	3	P06	#	#	#	#	#	#	#146#218#43	#	#
M05	con50	label	2000tt	13	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	14	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	15	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	16	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	17	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	18	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	19	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	20	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	21	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	22	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	23	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	24	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	25	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	26	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	27	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	28	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	29	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	30	3	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	1	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	2	4	P06	#30	#	#	#	#	#	#112#141#242#545#181#273#166#120#617#274#367#390	#	#179#183#405#534#375#40
M05	con50	label	2000tt	3	4	P06	#30	#	#	#	#	#	#112#141#242#545#181#273#166#120#617#274#367#390	#	#592#108
M05	con50	label	2000tt	4	4	P06	#	#	#	#	#	#	#112#141#242#545#181#273#166#120#617#274#367#390	#	#179#375#534
M05	con50	label	2000tt	5	4	P06	#	#	#	#	#	#	#112#141#242#545#181#273#166#120#617#274#367	#	#179
M05	con50	label	2000tt	6	4	P06	#	#	#	#	#	#	#112#141#242#545#181#273#166#120#617#274#367	#	#
M05	con50	label	2000tt	7	4	P06	#	#	#	#	#	#	#112#141#242#545#181#273#166#120#617#274#367	#	#
M05	con50	label	2000tt	8	4	P06	#	#	#	#	#	#	#141#545#181#166#120#617#274	#	#
M05	con50	label	2000tt	9	4	P06	#	#	#	#	#	#	#141#545#166#120#617#274	#	#
M05	con50	label	2000tt	10	4	P06	#	#	#	#	#	#	#120#617#166	#	#
M05	con50	label	2000tt	11	4	P06	#	#	#	#	#	#	#120#617	#	#
M05	con50	label	2000tt	12	4	P06	#	#	#	#	#	#	#617	#	#
M05	con50	label	2000tt	13	4	P06	#	#	#	#	#	#	#617	#	#
M05	con50	label	2000tt	14	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	15	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	16	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	17	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	18	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	19	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	20	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	21	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	22	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	23	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	24	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	25	4	P06	#	#	#	#	#	#	#	#	#
M05	con50	label	2000tt	26	4	P06	#	#	#	#	#	#	#	#	#
