Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M06	con50	label	2000tt	1	1	P03	#278#468#39#298#609#430	#502#523#426#175#356#582	#554#366#250#517	#	#	#	#41#227#269#514#159#435#235#74	#	#
M06	con50	label	2000tt	2	1	P03	#278#468#39#298#609#430	#502#523#426#175#356#582	#554#366#250#517	#	#	#	#41#227#269#514#159#435#235#74	#	#
M06	con50	label	2000tt	3	1	P03	#278#39#430	#356#175	#554#366	#	#	#	#227#514#159#235	#	#
M06	con50	label	2000tt	4	1	P03	#39#430	#	#250	#	#	#	#227#269	#	#
M06	con50	label	2000tt	5	1	P03	#468#430	#	#366#250	#	#	#	#74#227#269	#	#
M06	con50	label	2000tt	6	1	P03	#	#	#366	#	#	#	#227#74#269	#	#
M06	con50	label	2000tt	7	1	P03	#	#	#	#	#	#	#74	#	#
M06	con50	label	2000tt	8	1	P03	#468	#	#250	#	#	#	#74#269	#	#
M06	con50	label	2000tt	9	1	P03	#468	#	#250	#	#	#	#	#	#
M06	con50	label	2000tt	10	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	11	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	12	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	13	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	14	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	15	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	16	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	17	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	18	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	19	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	20	1	P03	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	21	1	P03	#	#	#	#	#	#	#	#	#
