Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M03	con50	label	2000tt	1	1	P04	#381#192#173#95#327	#553#497#390#226#272#229	#122#477#129#346#354#403	#	#	#	#318#510#305#487#13#207#555	#	#
M03	con50	label	2000tt	2	1	P04	#381#192#173#95#327	#553#497#390#226#272#229	#122#477#129#346#354#403	#	#	#	#318#510#305#487#13#207#555	#	#
M03	con50	label	2000tt	3	1	P04	#381	#272	#122#477#129#354	#	#	#	#318#510#305#487#13	#	#
M03	con50	label	2000tt	4	1	P04	#381	#390	#129#477	#	#	#	#510#305	#	#
M03	con50	label	2000tt	5	1	P04	#	#272	#477	#	#	#	#510#207	#	#
M03	con50	label	2000tt	6	1	P04	#381	#390#272	#477	#	#	#	#	#	#
M03	con50	label	2000tt	7	1	P04	#	#390	#	#	#	#	#510#207	#	#
M03	con50	label	2000tt	8	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	9	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	10	1	P04	#	#	#	#	#	#	#510	#	#
M03	con50	label	2000tt	11	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	12	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	1	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	2	P04	#90	#610#557#455	#353#172#425	#	#	#	#183#511#411#362#285#609#537#516#213#30#410	#	#380#101#428#373#515
M03	con50	label	2000tt	3	2	P04	#90	#610#557#455	#353#172#425	#	#	#	#183#511#411#362#285#609#537#516#213#30#410	#	#448#101#198
M03	con50	label	2000tt	4	2	P04	#90	#	#353#172#425	#	#	#	#511#411#537#362#285#516#213#410	#	#428
M03	con50	label	2000tt	5	2	P04	#	#	#425	#	#	#	#511#411#537#362#516#213#410	#	#
M03	con50	label	2000tt	6	2	P04	#	#	#425	#	#	#	#362#511#537#213#410	#	#
M03	con50	label	2000tt	7	2	P04	#	#	#425	#	#	#	#511	#	#
M03	con50	label	2000tt	8	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	9	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	10	2	P04	#	#	#	#	#	#	#511	#	#
M03	con50	label	2000tt	11	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	12	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	2	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	3	P04	#	#	#	#	#	#	#318#356#413#84#224#456#588#61#486#485#424#360#427#608	#	#490#299#298
M03	con50	label	2000tt	3	3	P04	#	#	#	#	#	#	#318#356#413#84#224#456#588#61#485#424#360#427#287#608	#	#538#422#170#549#327#405#257#506#421#31
M03	con50	label	2000tt	4	3	P04	#	#	#	#	#	#	#318#356#413#456#588#61#486#485#360#427#287	#	#299#576#462
M03	con50	label	2000tt	5	3	P04	#	#	#	#	#	#	#318#61#486#287#485#356#413#360#456	#	#
M03	con50	label	2000tt	6	3	P04	#	#	#	#	#	#	#318#61#287#485#413#360#456	#	#
M03	con50	label	2000tt	7	3	P04	#	#	#	#	#	#	#287#485#413#360#456	#	#
M03	con50	label	2000tt	8	3	P04	#	#	#	#	#	#	#287#485#413#360#456	#	#
M03	con50	label	2000tt	9	3	P04	#	#	#	#	#	#	#287#485#413#360#456	#	#
M03	con50	label	2000tt	10	3	P04	#	#	#	#	#	#	#413#456#485	#	#
M03	con50	label	2000tt	11	3	P04	#	#	#	#	#	#	#485	#	#
M03	con50	label	2000tt	12	3	P04	#	#	#	#	#	#	#485	#	#
M03	con50	label	2000tt	13	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	3	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	4	P04	#249	#239	#	#	#	#	#613#498#284#464#323#400#95#575#295#428#365#346#74	#	#487#625#216#537
M03	con50	label	2000tt	3	4	P04	#249	#	#	#	#	#	#613#498#284#464#323#400#95#575#460#295#365#346#74#410	#	#459#12#57
M03	con50	label	2000tt	4	4	P04	#	#392#239	#	#	#	#	#613#498#284#464#95#575#460#428#365#410	#	#487#404#6
M03	con50	label	2000tt	5	4	P04	#	#392	#	#	#	#	#460#284#428#365#410	#	#6
M03	con50	label	2000tt	6	4	P04	#	#392#239	#	#	#	#	#460#284#428#464#365#410	#	#6
M03	con50	label	2000tt	7	4	P04	#	#392	#	#	#	#	#460#284#428#365#410	#	#6
M03	con50	label	2000tt	8	4	P04	#	#392	#	#	#	#	#460#410	#	#
M03	con50	label	2000tt	9	4	P04	#	#392	#	#	#	#	#460#410	#	#
M03	con50	label	2000tt	10	4	P04	#	#	#	#	#	#	#460#410	#	#
M03	con50	label	2000tt	11	4	P04	#	#	#	#	#	#	#460	#	#
M03	con50	label	2000tt	12	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	4	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	5	P04	#148#340#29#170#221#263	#337	#	#157	#	#222#45	#319#218#72#224#245#129#503#63#584#415#463	#	#151#363#468#95#580
M03	con50	label	2000tt	3	5	P04	#148#221#340#563#29#170#263	#337	#	#157	#	#222#45	#319#218#72#224#245#129#503#63#584#415#463#313	#	#324
M03	con50	label	2000tt	4	5	P04	#563	#	#	#	#	#	#63#72#313	#	#
M03	con50	label	2000tt	5	5	P04	#563	#	#	#	#	#	#63#463#313	#	#
M03	con50	label	2000tt	6	5	P04	#563	#	#	#	#	#	#463#313	#	#
M03	con50	label	2000tt	7	5	P04	#	#	#	#	#	#	#463#313	#	#
M03	con50	label	2000tt	8	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	9	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	10	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	11	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	12	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	5	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	6	P04	#179#438#323#345#394#193	#312#487#46#334	#57#612#342#293#303	#	#	#459	#553#238#175#409#491#14#549#247	#	#
M03	con50	label	2000tt	2	6	P04	#179#438#323#345#394#193	#312#487#46#334	#57#612#342#293#303	#	#	#459	#553#238#175#409#491#14#549#247	#	#
M03	con50	label	2000tt	3	6	P04	#	#334	#	#	#	#459	#553#409#14#549	#	#
M03	con50	label	2000tt	4	6	P04	#	#334	#	#	#	#459	#491	#	#
M03	con50	label	2000tt	5	6	P04	#	#	#	#	#	#	#409#491	#	#
M03	con50	label	2000tt	6	6	P04	#	#312	#	#	#	#459	#491	#	#
M03	con50	label	2000tt	7	6	P04	#	#334	#	#	#	#	#409#491	#	#
M03	con50	label	2000tt	8	6	P04	#	#	#293	#	#	#459	#	#	#
M03	con50	label	2000tt	9	6	P04	#	#334	#	#	#	#	#	#	#
M03	con50	label	2000tt	10	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	11	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	12	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	6	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	3	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	4	7	P04	#	#	#360	#	#587	#	#90#391#57#158	#90#391#57#343#587#360#105#158	#
M03	con50	label	2000tt	5	7	P04	#	#	#	#	#587	#	#391#57#158	#391#57#139#343#587#158	#
M03	con50	label	2000tt	6	7	P04	#	#	#360	#	#587	#	#90#391#57#158	#90#391#57#587#360#105#158	#
M03	con50	label	2000tt	7	7	P04	#	#	#	#	#	#	#90#391#57#158	#90#158#391#57#105#212	#
M03	con50	label	2000tt	8	7	P04	#	#	#	#	#587	#	#391#57	#391#57#587#212	#
M03	con50	label	2000tt	9	7	P04	#	#	#	#	#	#	#57	#57	#
M03	con50	label	2000tt	10	7	P04	#	#	#	#	#	#	#57	#57	#
M03	con50	label	2000tt	11	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	12	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	7	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	3	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	4	8	P04	#	#261	#	#	#	#	#411#240#341#34#534#136#39#541#30	#341	#163#455#384#29#536#555#9#383#386#377#607#178#37#452#407#258#33#584#366#562#387#580
M03	con50	label	2000tt	5	8	P04	#	#212	#	#	#	#	#411#240#341#34#534#136#39#541#30	#436#341	#480#12#265#4#536#416#573#364#537#160#451#483#479#607#452#407#108#611#457#562#44#450#412#207#616#423#105#560#612#410#487#377#434#258#584#482#455#580
M03	con50	label	2000tt	6	8	P04	#	#261#212	#	#	#	#	#411#341#34#534#136#39#541#30	#341	#482
M03	con50	label	2000tt	7	8	P04	#	#261#212	#	#	#	#	#411#240#341#34#534#136#30	#341	#163#612
M03	con50	label	2000tt	8	8	P04	#	#261#212	#	#	#	#	#411#240#341#34#534#136#30	#341	#
M03	con50	label	2000tt	9	8	P04	#	#	#	#	#	#	#34#534	#	#
M03	con50	label	2000tt	10	8	P04	#	#	#	#	#	#	#534	#	#
M03	con50	label	2000tt	11	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	12	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	8	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	3	9	P04	#	#	#	#	#	#	#12#583#485#215#461#237#389#482#133	#	#299#472#333#507#499#379#131#431#457#18
M03	con50	label	2000tt	4	9	P04	#	#	#	#	#	#	#12#583#485#341#461#389#482#133	#	#484#472#458#321#205#499#446#441#457#322#77#211#330#559#353#502#579#333#507#125#431#338#226#404#18#479
M03	con50	label	2000tt	5	9	P04	#	#	#	#	#	#	#12#583#341#237#485#215#461#389#482#133	#	#458#484#413#131#211#555#539#392#390#559#502#299#579#361#134#457#359#479
M03	con50	label	2000tt	6	9	P04	#	#	#	#	#	#	#12#583#485#215#341#461#237#482#133	#	#134
M03	con50	label	2000tt	7	9	P04	#	#	#	#	#	#	#12#583#485#341#461#237#389#482#133	#	#134
M03	con50	label	2000tt	8	9	P04	#	#	#	#	#	#	#583#485#215#341#461#237#482#133	#	#134
M03	con50	label	2000tt	9	9	P04	#	#	#	#	#	#	#583#485#341#461#482#133	#	#
M03	con50	label	2000tt	10	9	P04	#	#	#	#	#	#	#485#461#482#133	#	#
M03	con50	label	2000tt	11	9	P04	#	#	#	#	#	#	#482	#	#
M03	con50	label	2000tt	12	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	13	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	14	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	15	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	16	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	17	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	18	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	19	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	20	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	21	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	22	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	23	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	24	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	25	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	26	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	27	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	28	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	29	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	30	9	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	1	10	P04	#	#	#	#	#	#	#	#	#
M03	con50	label	2000tt	2	10	P04	#	#	#	#	#	#	#	#	#
