Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M01	con50	label	2000tt	1	1	P07	#372#61#57#284#182#349	#194#162#395	#613#42#202#79#359	#489#317	#621	#	#565#253#101#594#450#221#312	#	#
M01	con50	label	2000tt	2	1	P07	#372#61#57#284#182#349	#194#162#395	#613#42#202#79#359	#489#317	#621	#	#565#253#101#594#450#221#312	#	#
M01	con50	label	2000tt	3	1	P07	#372#61#57#284#182#349	#395	#359	#489#317	#621	#	#565#221	#	#
M01	con50	label	2000tt	4	1	P07	#182#284	#395	#359	#489#317	#621	#	#565	#	#
M01	con50	label	2000tt	5	1	P07	#284	#	#	#489#317	#621	#	#565	#	#
M01	con50	label	2000tt	6	1	P07	#61	#	#	#489	#621	#	#565	#	#
M01	con50	label	2000tt	7	1	P07	#	#	#	#489	#621	#	#565	#	#
M01	con50	label	2000tt	8	1	P07	#	#	#	#	#	#	#565	#	#
M01	con50	label	2000tt	9	1	P07	#	#	#	#	#	#	#565	#	#
M01	con50	label	2000tt	10	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	11	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	12	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	13	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	14	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	15	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	16	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	17	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	18	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	19	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	20	1	P07	#	#	#	#	#	#	#	#	#
M01	con50	label	2000tt	21	1	P07	#	#	#	#	#	#	#	#	#
