Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M06	con50	label	2000tt	1	1	P04	#381#192#173#95#327	#553#497#390#226#272#229	#122#477#129#346#354#403	#	#	#	#318#510#305#487#13#207#555	#	#
M06	con50	label	2000tt	2	1	P04	#381#192#173#95#327	#553#497#390#226#272#229	#122#477#129#346#354#403	#	#	#	#318#510#305#487#13#207#555	#	#
M06	con50	label	2000tt	3	1	P04	#381	#272	#477#129#354	#	#	#	#318#510#305#487#13	#	#
M06	con50	label	2000tt	4	1	P04	#381	#390	#129#477	#	#	#	#510#305	#	#
M06	con50	label	2000tt	5	1	P04	#	#	#477	#	#	#	#510	#	#
M06	con50	label	2000tt	6	1	P04	#381	#272	#477	#	#	#	#207	#	#
M06	con50	label	2000tt	7	1	P04	#	#390	#	#	#	#	#510	#	#
M06	con50	label	2000tt	8	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	9	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	10	1	P04	#	#	#	#	#	#	#510	#	#
M06	con50	label	2000tt	11	1	P04	#	#	#	#	#	#	#510	#	#
M06	con50	label	2000tt	12	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	13	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	14	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	15	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	16	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	17	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	18	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	19	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	20	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	21	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	22	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	23	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	24	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	25	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	26	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	27	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	28	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	29	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	30	1	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	1	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	2	2	P04	#90	#557#455	#353#172#425	#	#	#	#183#511#411#362#285#609#537#516#213#30#410	#	#380#101#610#428#554
M06	con50	label	2000tt	3	2	P04	#90	#557#455	#353#172#425	#	#	#	#183#511#411#362#285#609#537#516#213#30#410	#	#448#610#243#198#376#380#515
M06	con50	label	2000tt	4	2	P04	#90	#	#353#172#425	#	#	#	#511#411#537#362#285#516#213#410	#	#428
M06	con50	label	2000tt	5	2	P04	#	#	#425	#	#	#	#511#411#537#362#609#516#213#410	#	#428
M06	con50	label	2000tt	6	2	P04	#	#	#425	#	#	#	#362#511#537#410	#	#
M06	con50	label	2000tt	7	2	P04	#	#	#425	#	#	#	#362#511#213#410	#	#
M06	con50	label	2000tt	8	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	9	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	10	2	P04	#	#	#	#	#	#	#511	#	#
M06	con50	label	2000tt	11	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	12	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	13	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	14	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	15	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	16	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	17	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	18	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	19	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	20	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	21	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	22	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	23	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	24	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	25	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	26	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	27	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	28	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	29	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	30	2	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	1	3	P04	#	#	#	#	#	#	#	#	#
M06	con50	label	2000tt	2	3	P04	#	#	#	#	#	#	#318#356#413#84#224#456#588#61#486#485#424#360#427#608	#	#299#549
M06	con50	label	2000tt	3	3	P04	#	#	#	#	#	#	#318#356#413#84#224#456#588#61#485#424#360#427#287#608	#	#422#355#463#441#257#506#490#421#576
M06	con50	label	2000tt	4	3	P04	#	#	#	#	#	#	#318#356#413#84#456#588#61#486#485#360#427#287	#	#299#579#462#420
M06	con50	label	2000tt	5	3	P04	#	#	#	#	#	#	#318#61#486#287#485#356#413#360#456	#	#
M06	con50	label	2000tt	6	3	P04	#	#	#	#	#	#	#318#61#486#287#485#413#360#456	#	#535
M06	con50	label	2000tt	7	3	P04	#	#	#	#	#	#	#287#485#413#360#456	#	#
M06	con50	label	2000tt	8	3	P04	#	#	#	#	#	#	#287#485#413#360#456	#	#
