Model	Type	TrainingTrials	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3
M01	pair33sc	4000tt	1	P10	#105#320#508#572#	#93#268#486#503#	#103#132#233#331#	#197#274#283#387#	#256#263#329#556#	#72#150#271#316#	#
M01	pair33sc	4000tt	2	P10	#77#120#215#224#334#364#378#	#97#137#190#315#464#	#75#132#230#251#264#320#	#175#177#180#227#268#	#208#261#284#332#	#100#124#146#168#	#
M01	pair33sc	4000tt	3	P10	#48#59#151#158#226#308#435#465#	#94#204#245#320#	#147#214#	#278#315#	#381#	#50#51#142#175#221#275#	#288#
M01	pair33sc	4000tt	4	P10	#9#188#338#429#	#11#110#142#152#232#	#208#366#400#	#529#556#561#	#77#211#255#332#395#	#157#295#362#	#308#
M01	pair33sc	4000tt	5	P10	#86#119#330#407#426#513#554#557#566#607#	#28#92#212#213#230#243#462#465#586#	#175#357#362#	#	#207#314#599#	#260#292#304#340#379#416#	#
M01	pair33sc	4000tt	6	P10	#64#400#461#598#	#87#103#144#536#	#69#76#328#384#	#32#148#183#508#	#130#287#378#463#	#205#336#397#412#	#
M01	pair33sc	4000tt	7	P10	#	#	#	#	#	#	#
M01	pair33sc	4000tt	8	P10	#	#	#	#	#	#	#
M01	pair33sc	4000tt	9	P10	#	#	#	#152#195#240#254#274#382#479#	#	#	#128#305#
M01	pair33sc	4000tt	10	P10	#	#	#	#285#	#81#199#	#	#230#
M01	pair33sc	4000tt	11	P10	#	#	#	#	#	#	#
M01	pair33sc	4000tt	12	P10	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P01	#131#180#183#427#436#463#	#216#220#363#490#500#574#	#123#341#343#384#446#494#	#	#	#	#73#75#199#237#239#529#
M02	con50sc	4000tt	2	P01	#260#385#	#424#550#552#	#42#245#341#435#438#514#	#	#25#601#	#	#3#23#28#124#185#193#248#292#
M02	con50sc	4000tt	3	P01	#255#261#358#	#63#99#	#307#337#344#445#	#	#	#188#	#34#46#49#73#216#225#237#435#551#569#
M02	con50sc	4000tt	4	P01	#32#287#358#425#480#	#322#504#550#	#184#360#391#580#	#	#	#381#	#155#233#341#
M02	con50sc	4000tt	5	P01	#212#386#473#509#	#6#59#481#552#	#139#234#267#423#452#	#451#	#	#436#	#284#356#358#459#
M02	con50sc	4000tt	6	P01	#65#192#212#401#434#482#	#132#241#302#447#526#620#	#83#197#250#315#399#415#	#	#	#	#137#234#359#372#437#555#
M02	con50sc	4000tt	7	P01	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P01	#	#	#	#	#	#	#
M02	con50sc	4000tt	9	P01	#	#	#	#	#	#	#389#
M02	con50sc	4000tt	10	P01	#334#	#	#374#	#	#	#	#16#44#118#119#266#295#568#
M02	con50sc	4000tt	11	P01	#	#	#	#	#	#	#
M02	con50sc	4000tt	12	P01	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P02	#179#189#348#415#536#564#	#14#136#176#195#300#541#	#6#114#244#292#332#483#	#	#	#	#37#47#187#368#480#485#
M02	con50sc	4000tt	2	P02	#440#465#	#12#98#129#179#192#195#453#	#36#85#318#505#	#	#449#	#419#	#314#381#485#529#562#565#567#
M02	con50sc	4000tt	3	P02	#231#381#466#	#130#227#498#	#361#454#531#554#	#	#	#6#	#25#271#366#499#510#563#586#
M02	con50sc	4000tt	4	P02	#411#523#	#121#135#244#458#	#6#451#453#530#562#573#	#563#577#	#	#	#180#206#327#447#538#552#600#
M02	con50sc	4000tt	5	P02	#12#81#350#	#406#482#592#	#11#405#	#480#	#	#	#128#201#252#277#351#397#407#424#427#429#460#528#
M02	con50sc	4000tt	6	P02	#12#151#314#398#443#594#	#124#143#194#341#356#512#	#112#327#460#473#504#624#	#	#	#	#181#275#427#456#589#602#
M02	con50sc	4000tt	7	P02	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P02	#	#	#	#	#	#	#
M02	con50sc	4000tt	9	P02	#	#	#	#	#	#	#178#181#275#343#
M02	con50sc	4000tt	10	P02	#	#	#	#	#	#	#378#399#
M02	con50sc	4000tt	11	P02	#	#	#	#	#	#	#
M02	con50sc	4000tt	12	P02	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P03	#39#278#298#430#468#609#	#175#356#426#502#523#582#	#227#250#269#366#517#554#	#	#	#	#41#74#159#235#435#514#
M02	con50sc	4000tt	2	P03	#11#82#117#257#556#	#132#135#426#429#560#604#	#137#178#235#256#262#390#450#542#	#20#	#	#215#	#105#208#
M02	con50sc	4000tt	3	P03	#11#161#282#453#518#	#24#30#230#402#558#	#205#311#362#	#	#	#68#	#158#192#234#260#416#419#539#615#
M02	con50sc	4000tt	4	P03	#114#142#240#448#	#161#246#405#	#26#98#220#286#442#	#	#	#	#173#192#205#253#356#362#416#463#
M02	con50sc	4000tt	5	P03	#133#183#211#295#393#412#446#499#	#4#54#109#233#265#309#581#	#122#269#289#323#362#365#534#	#367#	#	#	#188#195#241#447#
M02	con50sc	4000tt	6	P03	#116#237#374#483#521#564#	#31#331#444#454#603#613#	#95#139#176#223#340#416#	#	#	#	#8#268#286#371#383#422#
M02	con50sc	4000tt	7	P03	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P03	#	#	#	#	#	#	#
M02	con50sc	4000tt	9	P03	#	#	#	#159#222#450#519#520#	#	#	#388#
M02	con50sc	4000tt	10	P03	#	#79#	#	#	#216#452#	#	#155#257#382#417#425#520#
M02	con50sc	4000tt	11	P03	#	#	#	#	#	#	#
M02	con50sc	4000tt	12	P03	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P04	#95#173#192#327#381#510#	#226#229#272#390#497#553#	#122#129#346#354#403#477#	#	#	#	#13#207#305#318#487#555#
M02	con50sc	4000tt	2	P04	#90#176#198#428#609#	#101#304#455#557#610#	#353#373#410#425#451#504#	#285#362#411#516#537#	#	#	#30#183#213#511#
M02	con50sc	4000tt	3	P04	#298#371#486#549#	#28#422#456#	#257#278#299#420#	#	#	#	#84#224#318#356#360#413#424#427#485#608#
M02	con50sc	4000tt	4	P04	#275#370#613#	#128#216#428#460#565#625#	#239#365#421#564#	#	#346#	#	#74#295#323#400#498#575#
M02	con50sc	4000tt	5	P04	#29#148#151#170#221#268#340#468#	#313#337#341#442#463#580#	#129#218#245#	#224#	#153#319#	#72#222#415#604#	#45#264#
M02	con50sc	4000tt	6	P04	#179#193#323#345#394#438#	#46#312#334#409#459#487#	#57#293#303#342#491#612#	#	#	#	#14#175#238#247#549#553#
M02	con50sc	4000tt	7	P04	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P04	#	#	#	#	#	#	#
M02	con50sc	4000tt	9	P04	#	#	#	#	#413#	#	#64#292#484#489#561#580#
M02	con50sc	4000tt	10	P04	#	#613#	#	#	#	#	#259#431#459#462#507#
M02	con50sc	4000tt	11	P04	#	#	#	#	#	#	#
M02	con50sc	4000tt	12	P04	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P05	#279#308#389#557#559#	#145#167#225#276#563#	#10#58#134#324#326#593#	#	#573#	#	#49#68#151#196#314#417#551#
M02	con50sc	4000tt	2	P05	#359#530#	#200#217#618#	#325#441#	#	#222#	#608#	#52#57#75#76#97#123#144#221#223#267#468#500#520#570#605#622#
M02	con50sc	4000tt	3	P05	#223#238#	#43#	#571#	#	#143#295#511#	#	#1#29#32#50#54#75#106#121#127#149#167#202#221#545#623#
M02	con50sc	4000tt	4	P05	#109#231#304#	#522#	#488#	#210#	#	#	#8#23#24#28#52#73#84#106#115#130#143#146#159#294#576#579#582#
M02	con50sc	4000tt	5	P05	#215#316#	#132#176#	#276#	#	#	#150#	#22#31#52#73#74#108#126#149#167#168#181#184#196#298#477#556#600#601#605#
M02	con50sc	4000tt	6	P05	#61#145#221#266#285#332#	#4#106#133#203#496#567#	#297#301#418#510#	#	#	#	#11#22#55#216#232#249#502#574#
M02	con50sc	4000tt	7	P05	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P05	#	#	#	#	#	#	#32#48#430#579#
M02	con50sc	4000tt	9	P05	#	#	#	#	#	#	#52#104#129#205#578#610#
M02	con50sc	4000tt	10	P05	#	#	#	#	#	#	#27#102#105#163#188#250#572#606#
M02	con50sc	4000tt	11	P05	#	#	#	#	#	#	#1#532#555#560#
M02	con50sc	4000tt	12	P05	#	#231#	#	#	#	#	#
M02	con50sc	4000tt	1	P06	#4#78#297#448#462#619#	#117#247#291#339#570#610#	#168#344#525#548#589#617#	#	#	#	#70#166#204#295#410#453#
M02	con50sc	4000tt	2	P06	#14#68#252#387#392#430#551#606#623#	#15#149#186#218#240#	#166#541#	#	#	#375#	#37#217#340#360#
M02	con50sc	4000tt	3	P06	#	#118#222#321#620#	#492#538#544#548#557#	#303#474#	#507#	#	#43#139#162#198#218#308#401#481#
M02	con50sc	4000tt	4	P06	#30#279#350#432#	#221#230#292#375#534#	#112#242#545#581#	#	#	#274#617#	#141#166#181#273#367#390#444#
M02	con50sc	4000tt	5	P06	#5#223#325#421#449#	#244#321#352#487#	#115#314#583#613#	#144#	#	#	#25#49#88#97#143#191#200#378#441#
M02	con50sc	4000tt	6	P06	#348#405#451#523#559#	#246#273#354#453#458#587#	#34#96#99#313#350#537#	#	#	#	#44#153#171#279#291#518#582#
M02	con50sc	4000tt	7	P06	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P06	#	#	#	#	#	#	#
M02	con50sc	4000tt	9	P06	#	#	#	#	#	#	#142#172#195#199#244#249#259#323#350#
M02	con50sc	4000tt	10	P06	#	#	#	#	#	#	#104#174#182#
M02	con50sc	4000tt	11	P06	#	#	#	#	#	#	#
M02	con50sc	4000tt	12	P06	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P07	#57#61#182#284#349#372#	#162#194#317#395#489#565#	#42#79#202#359#613#621#	#	#	#	#101#221#253#312#450#594#
M02	con50sc	4000tt	2	P07	#153#180#211#253#400#	#164#196#313#319#336#396#482#490#	#32#71#177#412#466#478#569#591#	#	#181#233#	#	#251#366#578#598#
M02	con50sc	4000tt	3	P07	#137#141#175#228#326#347#	#294#359#390#412#469#536#568#	#16#60#542#597#603#	#	#562#613#	#293#	#152#195#331#407#450#594#
M02	con50sc	4000tt	4	P07	#81#107#359#378#490#	#189#193#556#585#591#619#	#140#204#468#566#	#	#445#	#	#331#413#422#434#449#452#
M02	con50sc	4000tt	5	P07	#21#55#107#255#	#425#483#516#560#	#17#189#609#	#	#	#	#7#379#437#440#461#472#507#513#527#546#
M02	con50sc	4000tt	6	P07	#3#97#162#178#231#363#	#39#135#190#299#515#538#	#88#93#244#493#501#614#	#	#	#	#351#353#385#486#576#592#
M02	con50sc	4000tt	7	P07	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P07	#	#	#	#	#	#	#330#
M02	con50sc	4000tt	9	P07	#	#	#	#	#	#	#311#361#382#509#533#557#
M02	con50sc	4000tt	10	P07	#	#226#	#	#	#	#	#283#411#509#
M02	con50sc	4000tt	11	P07	#	#	#	#	#	#	#242#253#311#332#362#
M02	con50sc	4000tt	12	P07	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P08	#119#148#224#309#315#604#	#177#399#434#451#526#611#	#7#519#528#542#590#620#	#	#	#	#9#23#311#347#370#429#
M02	con50sc	4000tt	2	P08	#69#199#278#321#367#	#73#323#383#507#522#571#	#27#67#495#498#544#590#592#612#621#	#	#401#	#102#374#	#104#172#421#434#502#
M02	con50sc	4000tt	3	P08	#122#191#200#340#599#	#251#352#373#375#582#585#	#500#565#	#	#600#	#	#2#77#133#154#243#329#442#
M02	con50sc	4000tt	4	P08	#200#512#	#481#506#529#	#69#119#215#521#	#	#	#610#	#64#87#93#110#138#170#283#489#
M02	con50sc	4000tt	5	P08	#326#	#32#555#608#	#94#567#575#	#9#39#	#23#266#	#	#164#169#186#190#240#355#
M02	con50sc	4000tt	6	P08	#7#189#222#410#426#586#	#9#37#78#277#380#507#	#70#120#160#173#403#468#	#	#	#	#142#187#209#349#581#617#
M02	con50sc	4000tt	7	P08	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P08	#	#	#	#	#	#	#161#494#514#
M02	con50sc	4000tt	9	P08	#	#	#	#	#	#	#34#90#135#183#189#284#
M02	con50sc	4000tt	10	P08	#	#	#	#	#	#	#11#92#137#180#560#
M02	con50sc	4000tt	11	P08	#	#	#	#	#	#	#18#89#142#533#
M02	con50sc	4000tt	12	P08	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P09	#62#91#265#392#471#493#	#106#144#345#481#608#622#	#51#155#249#374#386#422#	#	#	#	#40#125#178#286#353#532#
M02	con50sc	4000tt	2	P09	#64#111#232#443#615#	#31#456#479#585#	#249#287#587#	#231#	#	#	#79#100#226#302#303#415#512#
M02	con50sc	4000tt	3	P09	#264#368#388#464#468#	#104#142#189#328#583#	#128#151#519#578#	#	#	#	#81#86#126#147#206#
M02	con50sc	4000tt	4	P09	#39#197#316#417#462#511#	#14#418#514#539#559#	#20#379#402#543#592#596#	#	#268#	#	#288#366#440#493#544#
M02	con50sc	4000tt	5	P09	#217#293#342#416#420#428#448#	#58#206#384#488#618#	#27#178#394#418#571#	#	#525#	#465#469#564#	#47#381#388#542#
M02	con50sc	4000tt	6	P09	#155#344#367#402#439#575#	#16#283#305#445#535#552#	#208#251#396#499#546#	#	#542#	#	#23#263#417#450#462#625#
M02	con50sc	4000tt	7	P09	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P09	#	#	#	#	#	#	#23#
M02	con50sc	4000tt	9	P09	#	#587#	#25#	#	#	#160#216#262#393#467#490#	#463#543#
M02	con50sc	4000tt	10	P09	#	#67#211#264#272#316#367#433#595#	#	#443#473#	#	#24#	#347#
M02	con50sc	4000tt	11	P09	#	#	#	#	#	#	#53#96#619#
M02	con50sc	4000tt	12	P09	#	#	#	#	#	#	#
M02	con50sc	4000tt	1	P10	#109#190#293#552#569#597#	#46#154#287#441#515#524#	#27#90#201#243#469#520#	#	#	#	#76#193#236#277#408#505#
M02	con50sc	4000tt	2	P10	#70#258#546#568#	#26#294#307#369#	#121#142#205#242#273#	#	#	#357#	#7#99#191#259#335#406#
M02	con50sc	4000tt	3	P10	#94#465#520#598#	#134#199#240#367#493#584#	#76#165#258#265#523#543#	#8#80#	#	#	#131#281#382#502#505#525#602#
M02	con50sc	4000tt	4	P10	#336#374#	#229#328#435#	#270#301#345#524#	#595#	#	#	#123#148#198#224#243#315#321#420#455#553#
M02	con50sc	4000tt	5	P10	#48#104#198#614#	#24#237#275#419#454#478#	#75#317#345#401#537#	#	#304#375#	#338#	#239#247#348#572#
M02	con50sc	4000tt	6	P10	#72#163#207#373#596#	#129#236#255#474#480#561#	#21#60#245#325#465#531#	#	#258#	#	#94#147#335#366#377#495#
M02	con50sc	4000tt	7	P10	#	#	#	#	#	#	#
M02	con50sc	4000tt	8	P10	#	#	#	#	#	#	#
M02	con50sc	4000tt	9	P10	#	#	#	#	#	#310#327#510#529#584#617#	#599#
M02	con50sc	4000tt	10	P10	#430#	#	#	#	#	#	#74#
M02	con50sc	4000tt	11	P10	#	#	#	#	#	#	#
M02	con50sc	4000tt	12	P10	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P01	#1#28#396#603#	#152#184#358#588#	#261#402#539#567#	#17#86#388#470#	#22#104#409#607#	#45#211#259#576#	#
M02	pair33sc	4000tt	2	P01	#48#395#397#477#522#578#	#107#112#115#189#238#246#260#314#381#	#14#19#130#310#482#492#534#592#	#42#515#569#620#	#122#128#286#623#	#	#
M02	pair33sc	4000tt	3	P01	#20#47#52#272#337#545#	#110#209#283#356#541#600#	#14#384#406#482#	#363#511#	#434#506#524#601#602#606#	#134#206#361#387#597#	#
M02	pair33sc	4000tt	4	P01	#344#383#417#	#275#281#305#414#458#477#523#552#	#272#342#365#368#433#468#489#520#524#544#591#	#233#294#361#461#487#495#496#545#	#594#	#428#	#
M02	pair33sc	4000tt	5	P01	#257#468#	#185#215#269#351#366#447#	#266#293#350#391#419#427#471#617#	#284#287#361#371#384#439#	#493#515#	#37#413#500#	#
M02	pair33sc	4000tt	6	P01	#239#337#424#433#	#298#358#476#578#	#346#466#520#547#	#261#309#393#395#	#201#295#390#616#	#30#134#318#430#	#
M02	pair33sc	4000tt	7	P01	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P01	#	#	#	#	#	#	#
M02	pair33sc	4000tt	9	P01	#55#	#236#259#355#434#	#350#	#220#	#	#	#
M02	pair33sc	4000tt	10	P01	#	#	#376#	#	#7#21#385#485#500#	#459#549#	#
M02	pair33sc	4000tt	11	P01	#	#	#	#	#	#	#
M02	pair33sc	4000tt	12	P01	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P02	#102#143#285#475#	#116#209#231#338#	#325#357#496#580#	#156#163#335#454#	#107#112#378#433#	#238#371#488#549#	#
M02	pair33sc	4000tt	2	P02	#63#98#187#263#303#432#	#155#254#316#329#363#372#420#	#281#382#473#563#583#	#211#232#259#283#358#	#405#500#	#270#369#470#567#	#
M02	pair33sc	4000tt	3	P02	#1#102#123#193#	#15#72#329#	#2#163#305#457#	#109#207#259#311#436#603#	#131#309#402#403#578#	#247#292#371#	#
M02	pair33sc	4000tt	4	P02	#17#99#210#448#498#574#	#146#218#284#372#	#31#86#247#277#282#348#604#	#104#269#	#73#132#144#	#27#101#250#	#
M02	pair33sc	4000tt	5	P02	#84#111#195#453#499#578#621#	#120#159#181#289#	#5#8#81#150#155#158#279#286#572#	#64#101#121#172#	#	#128#220#247#	#234#
M02	pair33sc	4000tt	6	P02	#51#326#503#525#	#140#248#440#608#	#177#252#580#610#	#74#86#167#218#	#13#149#186#622#	#80#102#225#270#	#
M02	pair33sc	4000tt	7	P02	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P02	#	#	#	#	#	#	#241#336#502#
M02	pair33sc	4000tt	9	P02	#547#577#597#	#367#	#270#	#130#	#	#	#
M02	pair33sc	4000tt	10	P02	#328#573#	#	#146#194#	#240#	#	#	#
M02	pair33sc	4000tt	11	P02	#	#	#	#137#	#	#	#274#294#379#
M02	pair33sc	4000tt	12	P02	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P03	#44#169#306#501#	#34#321#333#406#	#30#128#164#383#	#212#412#575#585#	#63#185#414#605#	#121#375#459#591#	#
M02	pair33sc	4000tt	2	P03	#165#479#579#584#	#17#355#370#441#537#624#	#145#262#377#419#503#565#601#605#	#409#462#476#484#564#	#55#236#367#609#	#21#	#
M02	pair33sc	4000tt	3	P03	#290#466#518#569#605#	#8#355#425#500#535#	#133#178#286#303#357#484#588#	#187#338#383#487#	#4#7#79#111#239#	#485#577#590#	#
M02	pair33sc	4000tt	4	P03	#2#7#329#476#480#	#95#363#415#442#445#471#516#566#570#	#300#302#333#398#450#460#482#	#265#	#310#327#356#406#	#199#376#387#396#	#
M02	pair33sc	4000tt	5	P03	#56#129#301#399#	#255#291#438#441#460#569#587#	#151#315#331#337#378#505#526#	#508#	#282#327#352#406#558#581#	#170#410#446#491#	#
M02	pair33sc	4000tt	6	P03	#114#199#202#355#	#17#45#364#442#	#217#324#436#500#	#2#136#289#544#	#77#254#432#529#	#296#306#319#513#	#
M02	pair33sc	4000tt	7	P03	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P03	#	#	#	#	#	#	#392#540#584#
M02	pair33sc	4000tt	9	P03	#229#384#	#437#	#387#	#	#	#	#489#
M02	pair33sc	4000tt	10	P03	#	#415#567#	#404#	#286#	#	#	#
M02	pair33sc	4000tt	11	P03	#	#	#	#	#	#	#435#560#
M02	pair33sc	4000tt	12	P03	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P04	#302#455#504#587#	#245#465#521#615#	#67#188#206#507#	#85#171#400#625#	#87#115#200#397#	#208#228#516#527#	#
M02	pair33sc	4000tt	2	P04	#8#67#85#89#452#497#506#553#606#	#134#339#458#474#615#618#	#66#144#212#352#519#	#163#449#	#154#174#231#	#32#36#226#256#304#383#	#
M02	pair33sc	4000tt	3	P04	#3#41#64#80#117#373#526#553#	#65#196#444#491#584#614#	#118#199#216#249#396#	#168#224#248#	#43#115#267#	#153#307#507#596#	#
M02	pair33sc	4000tt	4	P04	#301#334#483#486#521#543#555#	#93#222#274#324#369#	#67#148#213#249#256#319#346#402#600#	#386#563#	#55#399#	#195#479#	#
M02	pair33sc	4000tt	5	P04	#17#259#309#402#510#563#625#	#70#271#347#372#417#520#528#538#	#104#318#322#398#442#483#	#244#530#	#307#353#394#423#434#	#225#267#	#
M02	pair33sc	4000tt	6	P04	#109#333#441#509#	#20#311#429#558#	#240#541#556#599#	#407#413#423#591#	#100#281#472#475#	#50#168#267#300#	#
M02	pair33sc	4000tt	7	P04	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P04	#	#	#	#	#	#	#
M02	pair33sc	4000tt	9	P04	#	#147#	#215#266#	#	#	#	#505#
M02	pair33sc	4000tt	10	P04	#	#166#	#161#266#348#460#	#	#258#	#	#
M02	pair33sc	4000tt	11	P04	#	#	#	#	#	#	#
M02	pair33sc	4000tt	12	P04	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P05	#161#340#506#512#	#48#545#581#	#100#126#138#579#	#290#299#401#568#	#203#254#361#443#	#191#210#288#413#428#	#
M02	pair33sc	4000tt	2	P05	#271#319#356#389#413#424#	#13#451#528#	#71#104#193#207#331#	#373#404#421#	#106#368#461#465#	#229#235#309#362#365#384#517#	#
M02	pair33sc	4000tt	3	P05	#340#449#	#78#342#	#57#156#331#	#369#400#420#622#	#228#552#	#210#258#285#313#368#419#	#271#467#
M02	pair33sc	4000tt	4	P05	#49#204#513#550#564#581#	#595#	#23#43#111#238#241#286#454#	#34#80#166#522#616#	#279#	#202#388#407#562#	#590#
M02	pair33sc	4000tt	5	P05	#44#189#302#324#486#507#582#589#	#11#36#103#108#117#136#487#585#	#162#209#258#263#524#	#7#89#	#179#377#597#	#87#229#288#387#464#	#
M02	pair33sc	4000tt	6	P05	#98#224#457#607#	#159#172#590#611#	#191#242#264#618#	#29#38#110#571#	#71#282#479#588#	#211#304#489#527#	#
M02	pair33sc	4000tt	7	P05	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P05	#	#	#	#	#	#187#279#404#441#554#	#
M02	pair33sc	4000tt	9	P05	#444#470#487#	#	#205#	#	#	#116#138#261#	#
M02	pair33sc	4000tt	10	P05	#	#	#	#	#	#334#386#	#424#
M02	pair33sc	4000tt	11	P05	#	#	#	#	#	#365#370#412#462#513#	#
M02	pair33sc	4000tt	12	P05	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P06	#31#83#431#461#	#24#307#540#547#	#219#264#296#584#	#310#352#367#537#	#88#198#404#419#	#80#205#373#595#	#
M02	pair33sc	4000tt	2	P06	#11#336#390#478#	#16#151#299#328#350#513#545#552#568#	#53#148#188#220#267#272#276#	#425#436#559#	#243#325#346#532#	#6#	#
M02	pair33sc	4000tt	3	P06	#333#426#468#556#559#562#	#38#81#145#322#395#501#517#595#	#119#132#194#353#365#598#	#240#252#351#405#	#295#330#	#5#73#152#	#
M02	pair33sc	4000tt	4	P06	#69#71#149#190#223#345#620#623#	#408#527#530#580#624#	#177#217#243#456#	#150#169#228#	#22#97#128#270#	#15#316#490#	#
M02	pair33sc	4000tt	5	P06	#1#34#245#490#	#196#435#	#21#95#272#	#9#65#97#144#223#594#	#4#46#49#75#122#131#145#148#248#	#53#440#457#467#562#	#
M02	pair33sc	4000tt	6	P06	#33#49#339#368#	#506#511#517#	#105#321#389#477#	#42#84#198#200#	#101#123#169#605#	#317#386#563#600#623#	#
M02	pair33sc	4000tt	7	P06	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P06	#	#	#	#	#	#	#428#
M02	pair33sc	4000tt	9	P06	#48#	#8#429#602#	#153#	#	#	#	#
M02	pair33sc	4000tt	10	P06	#370#	#6#600#	#248#	#	#	#	#
M02	pair33sc	4000tt	11	P06	#	#	#	#	#	#	#310#455#
M02	pair33sc	4000tt	12	P06	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P07	#135#165#255#322#	#20#56#232#511#	#251#334#376#420#	#118#153#313#380#	#186#566#586#623#	#5#113#124#442#	#
M02	pair33sc	4000tt	2	P07	#58#160#181#291#327#	#164#209#333#415#	#68#173#201#223#391#468#499#508#	#95#171#313#330#	#87#92#596#616#	#81#588#	#126#
M02	pair33sc	4000tt	3	P07	#61#122#138#212#219#264#388#587#	#67#129#170#225#504#555#615#	#30#88#154#160#318#520#529#	#140#358#	#568#572#	#97#618#	#
M02	pair33sc	4000tt	4	P07	#185#191#511#542#593#618#	#39#53#87#94#175#526#	#135#205#235#331#432#611#	#52#551#	#13#42#172#	#8#82#	#
M02	pair33sc	4000tt	5	P07	#43#94#164#560#614#619#	#109#123#174#305#356#409#624#	#41#105#238#381#488#593#	#30#205#503#609#	#88#308#603#	#51#112#156#	#
M02	pair33sc	4000tt	6	P07	#36#63#174#528#	#73#229#310#516#	#188#361#471#533#	#54#170#257#485#	#43#131#329#585#	#59#158#219#530#	#
M02	pair33sc	4000tt	7	P07	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P07	#	#	#	#	#	#	#
M02	pair33sc	4000tt	9	P07	#114#318#398#	#	#	#121#226#	#539#616#	#	#
M02	pair33sc	4000tt	10	P07	#290#	#40#	#349#437#	#	#	#200#	#
M02	pair33sc	4000tt	11	P07	#	#	#	#	#	#	#
M02	pair33sc	4000tt	12	P07	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P08	#81#139#141#362#	#275#405#423#476#	#21#218#351#360#	#215#262#319#393#	#12#267#457#599#	#15#474#561#578#	#
M02	pair33sc	4000tt	2	P08	#86#213#294#338#536#613#619#	#296#525#	#41#70#101#408#422#561#	#166#242#392#	#312#	#31#379#455#456#475#	#438#
M02	pair33sc	4000tt	3	P08	#44#165#237#287#298#537#	#379#455#494#624#	#31#70#244#431#554#	#90#314#414#	#33#	#10#135#375#422#	#
M02	pair33sc	4000tt	4	P08	#114#351#384#474#	#47#229#239#242#317#576#	#66#165#186#245#259#	#121#126#209#	#84#340#404#	#	#5#70#
M02	pair33sc	4000tt	5	P08	#83#134#239#336#360#364#501#535#591#	#169#193#325#492#498#531#552#	#19#39#264#469#481#	#79#96#522#	#99#306#	#20#58#200#246#590#	#
M02	pair33sc	4000tt	6	P08	#6#210#284#411#	#220#357#365#481#	#15#67#392#577#	#25#56#126#597#	#276#288#532#584#	#104#118#138#522#	#
M02	pair33sc	4000tt	7	P08	#	#	#	#	#	#	#
M02	pair33sc	4000tt	8	P08	#	#	#	#	#	#	#
M02	pair33sc	4000tt	9	P08	#179#	#176#	#82#214#	#	#	#	#
M02	pair33sc	4000tt	10	P08	#476#477#506#579#	#	#	#378#546#	#58#	#	#
M02	pair33sc	4000tt	11	P08	#	#	#	#	#	#	#
M02	pair33sc	4000tt	12	P08	#	#	#	#	#	#	#
M02	pair33sc	4000tt	1	P09	#350#391#411#618#	#54#140#336#369#	#60#223#398#482#	#8#407#449#598#	#230#499#518#616#	#11#110#258#535#	#
M02	pair33sc	4000tt	2	P09	#253#273#394#493#539#549#591#	#105#131#289#558#	#40#88#152#158#184#191#359#548#555#	#401#448#529#546#	#20#	#33#94#535#	#133#
M02	pair33sc	4000tt	3	P09	#182#352#392#617#	#282#557#	#87#609#612#	#11#523#	#281#398#415#546#567#	#39#186#483#510#515#610#	#106#
M02	pair33sc	4000tt	4	P09	#254#323#502#548#	#85#88#134#492#539#	#26#37#234#374#393#558#571#599#	#6#291#568#585#	#424#572#	#251#	#
