Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M07	con50	label	2000tt	1	1	P08	#119#309#148#604#224#315	#434#611#177#526#451#399	#620#542#590#519#528	#	#	#	#347#370#311#23#429#9#7	#	#
M07	con50	label	2000tt	2	1	P08	#119#309#148#604#224#315	#434#611#177#526#451#399	#620#542#590#519#528	#	#	#	#347#370#311#23#429#9#7	#	#
M07	con50	label	2000tt	3	1	P08	#309	#434#399#611	#620#542	#	#	#	#347#7#429	#	#
M07	con50	label	2000tt	4	1	P08	#309	#399	#	#	#	#	#7	#	#
M07	con50	label	2000tt	5	1	P08	#	#	#	#	#	#	#7	#	#
M07	con50	label	2000tt	6	1	P08	#309	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	7	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	8	1	P08	#604	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	9	1	P08	#	#	#	#	#	#	#7	#	#
M07	con50	label	2000tt	10	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	11	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	12	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	13	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	14	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	15	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	16	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	17	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	18	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	19	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	20	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	21	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	22	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	23	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	24	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	25	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	26	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	27	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	28	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	29	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	30	1	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	1	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	2	2	P08	#140	#551#499	#533#569#433#471#514#584	#	#	#	#451#162#400#403#131#219#544#226#457	#	#454#78#430
M07	con50	label	2000tt	3	2	P08	#140	#551#499	#433#471#514#533#584#569	#	#	#	#162#400#403#131#530#544#451#219#226#457	#	#241#78#427#600#557
M07	con50	label	2000tt	4	2	P08	#	#499	#584	#	#	#	#530#400	#	#600#64
M07	con50	label	2000tt	5	2	P08	#140	#	#	#	#	#	#530	#	#
M07	con50	label	2000tt	6	2	P08	#	#	#	#	#	#	#530	#	#600
M07	con50	label	2000tt	7	2	P08	#	#	#	#	#	#	#530	#	#
M07	con50	label	2000tt	8	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	9	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	10	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	11	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	12	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	13	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	14	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	15	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	16	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	17	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	18	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	19	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	20	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	21	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	22	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	23	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	24	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	25	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	26	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	27	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	28	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	29	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	30	2	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	1	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	2	3	P08	#	#454	#	#	#	#	#317#294#154#604#249#530#465#565#527#289#461#286#459	#	#379#401
M07	con50	label	2000tt	3	3	P08	#	#454	#	#	#	#	#317#294#57#154#604#249#530#113#465#565#527#289#461#286#459	#	#589#408#43#561#310
M07	con50	label	2000tt	4	3	P08	#	#	#	#	#	#	#317#294#57#154#604#530#113#565#527#286#459	#	#379#401
M07	con50	label	2000tt	5	3	P08	#	#	#	#	#	#	#565#317#294#57#527#154#604#286#459#113	#	#
M07	con50	label	2000tt	6	3	P08	#	#	#	#	#	#	#317#294#57#527#154#604#286#530#459#113	#	#
M07	con50	label	2000tt	7	3	P08	#	#	#	#	#	#	#317#294#57#527#604#286#530#113	#	#
M07	con50	label	2000tt	8	3	P08	#	#	#	#	#	#	#317#294#57#527#604#286#530#113	#	#
M07	con50	label	2000tt	9	3	P08	#	#	#	#	#	#	#317#57#527#286#113	#	#
M07	con50	label	2000tt	10	3	P08	#	#	#	#	#	#	#57#113#527	#	#
M07	con50	label	2000tt	11	3	P08	#	#	#	#	#	#	#113#57	#	#
M07	con50	label	2000tt	12	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	13	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	14	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	15	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	16	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	17	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	18	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	19	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	20	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	21	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	22	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	23	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	24	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	25	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	26	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	27	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	28	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	29	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	30	3	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	1	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	2	4	P08	#565#556	#557	#	#154	#	#	#214#605#65#293#35#62#166#33#144#186#404	#	#311#477
M07	con50	label	2000tt	3	4	P08	#565#556	#557	#	#	#	#	#214#605#65#293#35#62#166#33#144#186#287#404	#313	#383#328#193#63#441#407#117#69
M07	con50	label	2000tt	4	4	P08	#565#556	#557	#	#154	#	#	#214#605#65#293#35#62#166#33#144#186#287#404	#	#
M07	con50	label	2000tt	5	4	P08	#556	#557	#	#154	#	#	#214#605#65#293#35#62#166#33#144#186#287#404	#	#
M07	con50	label	2000tt	6	4	P08	#	#	#	#154	#	#	#214#605#166#65#186#33#293#35#287	#	#
M07	con50	label	2000tt	7	4	P08	#	#	#	#	#	#	#214#605#166#65#186#35#287	#	#
M07	con50	label	2000tt	8	4	P08	#	#	#	#	#	#	#214#605#65#186#287	#	#
M07	con50	label	2000tt	9	4	P08	#	#	#	#	#	#	#214#65#186#287	#	#
M07	con50	label	2000tt	10	4	P08	#	#	#	#	#	#	#186	#	#
M07	con50	label	2000tt	11	4	P08	#	#	#	#154	#	#	#186	#	#
M07	con50	label	2000tt	12	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	13	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	14	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	15	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	16	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	17	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	18	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	19	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	20	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	21	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	22	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	23	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	24	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	25	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	26	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	27	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	28	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	29	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	30	4	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	1	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	2	5	P08	#148#325	#384#605#410	#97#51	#	#	#	#112#163#275#79#42#285#316#369#489#289#166#159#584#526#194	#	#294#412#115
M07	con50	label	2000tt	3	5	P08	#148#325	#384#605#410	#97#51	#	#	#	#112#163#275#79#42#285#316#369#489#289#166#159#584#526#194	#	#110#590#561
M07	con50	label	2000tt	4	5	P08	#	#605	#	#	#	#	#112#163#275#79#42#285#316#489#166#159#584#526#194	#	#115
M07	con50	label	2000tt	5	5	P08	#	#605	#	#	#	#	#112#163#79#166#42#159#285#316#194	#	#
M07	con50	label	2000tt	6	5	P08	#	#	#	#	#	#	#112#163#79#166#42#159#285#316#194	#	#
M07	con50	label	2000tt	7	5	P08	#	#	#	#	#	#	#112#163#166	#	#
M07	con50	label	2000tt	8	5	P08	#	#	#	#	#	#	#163#166	#	#
M07	con50	label	2000tt	9	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	10	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	11	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	12	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	13	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	14	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	15	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	16	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	17	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	18	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	19	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	20	5	P08	#	#	#	#	#	#	#	#	#
M07	con50	label	2000tt	21	5	P08	#	#	#	#	#	#	#	#	#
