Model	SemType	LabelType	TrainingTrials	TimeStep	AreaAbs	Pattern3i	CAi_1	CAi_2	CAi_3	CAi_1_2	CAi_1_3	CAi_2_3	CAi_1_2_3	WFctrlCA	noCA
M04	con50	label	2000tt	1	1	P01	#183#180#131#427#463	#216#500#363#220#574	#446#494#384#343#341	#	#123	#	#75#73#199#239#529#237#490#436	#	#
M04	con50	label	2000tt	2	1	P01	#183#180#131#427#463	#216#500#363#220#574	#446#494#384#343#341	#	#123	#	#75#73#199#239#529#237#490#436	#	#
M04	con50	label	2000tt	3	1	P01	#131	#216#500#363#574	#446#343#341	#	#123	#	#73#529#490#436	#	#
M04	con50	label	2000tt	4	1	P01	#	#363	#	#	#123	#	#490#73#436	#	#
M04	con50	label	2000tt	5	1	P01	#	#	#	#	#123	#	#490#436	#	#
M04	con50	label	2000tt	6	1	P01	#	#	#	#	#	#	#490	#	#
M04	con50	label	2000tt	7	1	P01	#	#	#	#	#	#	#490	#	#
M04	con50	label	2000tt	8	1	P01	#	#	#	#	#	#	#436	#	#
M04	con50	label	2000tt	9	1	P01	#	#	#	#	#	#	#436	#	#
M04	con50	label	2000tt	10	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	11	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	12	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	13	1	P01	#	#	#341	#	#	#	#436	#	#
M04	con50	label	2000tt	14	1	P01	#	#	#384	#	#	#	#436	#	#
M04	con50	label	2000tt	15	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	16	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	17	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	18	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	19	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	20	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	21	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	22	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	23	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	24	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	25	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	26	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	27	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	28	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	29	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	30	1	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	1	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	2	2	P01	#501#385	#424	#514#42#341	#601	#	#	#124#28#550#292#260#552#3#185#25#23#435	#	#81#245#304
M04	con50	label	2000tt	3	2	P01	#501#385	#424	#514#42#341	#601	#	#	#124#28#550#292#260#552#3#185#25#23#438#435	#	#125#224#157#6
M04	con50	label	2000tt	4	2	P01	#385	#424	#341	#	#	#	#3#28#550#185#25#438#552#435	#	#125
M04	con50	label	2000tt	5	2	P01	#	#	#	#	#	#	#28#185#438#552#435	#	#224
M04	con50	label	2000tt	6	2	P01	#	#	#	#	#	#	#28#438#552#435	#	#224
M04	con50	label	2000tt	7	2	P01	#	#	#	#	#	#	#438#552#435	#	#
M04	con50	label	2000tt	8	2	P01	#	#	#	#	#	#	#438#552	#	#224
M04	con50	label	2000tt	9	2	P01	#	#	#	#	#	#	#438#435#185	#	#
M04	con50	label	2000tt	10	2	P01	#	#	#	#	#	#	#438#435	#	#
M04	con50	label	2000tt	11	2	P01	#	#	#	#	#	#	#438	#	#
M04	con50	label	2000tt	12	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	13	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	14	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	15	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	16	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	17	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	18	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	19	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	20	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	21	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	22	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	23	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	24	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	25	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	26	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	27	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	28	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	29	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	30	2	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	1	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	2	3	P01	#	#	#	#	#99#445	#	#551#358#225#307#237#497#569#34#216#435#49	#225	#63
M04	con50	label	2000tt	3	3	P01	#	#	#	#	#99#445	#	#551#358#225#307#237#497#255#569#34#607#216#435#49	#554#225	#458#337#548#432#429#534#204#211#570#601
M04	con50	label	2000tt	4	3	P01	#	#	#	#	#99#445	#	#551#358#307#237#497#255#34#607#435#49	#	#63#429#384#327#430
M04	con50	label	2000tt	5	3	P01	#	#	#	#	#99	#	#551#255#358#607#307#237#497#435#49	#	#63
M04	con50	label	2000tt	6	3	P01	#	#	#	#	#445	#	#551#255#358#34#607#307#237#497#435	#	#63
M04	con50	label	2000tt	7	3	P01	#	#	#	#	#445	#	#551#255#358#34#607#307#237#497#435	#	#
M04	con50	label	2000tt	8	3	P01	#	#	#	#	#	#	#551#255#358#607#307#237#497#435	#	#
M04	con50	label	2000tt	9	3	P01	#	#	#	#	#	#	#358#607#307#497#435	#	#
M04	con50	label	2000tt	10	3	P01	#	#	#	#	#	#	#358#607#307#435	#	#
M04	con50	label	2000tt	11	3	P01	#	#	#	#	#	#	#358#607#307#435	#	#
M04	con50	label	2000tt	12	3	P01	#	#	#	#	#	#	#435#358#607	#	#
M04	con50	label	2000tt	13	3	P01	#	#	#	#	#	#	#435#358	#	#
M04	con50	label	2000tt	14	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	15	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	16	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	17	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	18	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	19	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	20	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	21	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	22	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	23	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	24	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	25	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	26	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	27	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	28	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	29	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	30	3	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	1	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	2	4	P01	#	#	#	#	#	#	#513#391#509#358#4#233#211#381#574#354#334#504#279#438#155#431#531	#	#360#322#385
M04	con50	label	2000tt	3	4	P01	#	#	#	#	#	#	#513#509#358#233#4#211#381#574#354#334#504#279#438#155#431#531#424	#	#164#578
M04	con50	label	2000tt	4	4	P01	#	#	#	#	#	#	#513#391#509#358#4#233#211#381#574#354#334#504#279#438#155#431#531#424	#	#404
M04	con50	label	2000tt	5	4	P01	#	#	#	#	#	#	#513#391#509#358#4#233#211#381#574#354#334#504#279#438#155#431#531#424	#	#
M04	con50	label	2000tt	6	4	P01	#	#	#	#	#	#	#513#391#509#358#4#233#211#381#574#354#334#504#279#438#155#431#531#424	#	#
M04	con50	label	2000tt	7	4	P01	#	#	#	#	#	#	#513#391#509#358#4#233#211#381#354#334#504#279#438#155#431#531#424	#	#
M04	con50	label	2000tt	8	4	P01	#	#	#	#	#	#	#513#391#509#358#233#211#381#354#334#504#438#155#431#531#424	#	#
M04	con50	label	2000tt	9	4	P01	#	#	#	#	#	#	#513#391#509#358#381#211#354#334#504#438#431#531#424	#	#
M04	con50	label	2000tt	10	4	P01	#	#	#	#	#	#	#513#509#358#381#354#334#438#431#531#424	#	#
M04	con50	label	2000tt	11	4	P01	#	#	#	#	#	#	#513#334#509#358#531#354	#	#
M04	con50	label	2000tt	12	4	P01	#	#	#	#	#	#	#513#509#358	#	#
M04	con50	label	2000tt	13	4	P01	#	#	#	#	#	#	#513#509	#	#
M04	con50	label	2000tt	14	4	P01	#	#	#	#	#	#	#509	#	#
M04	con50	label	2000tt	15	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	16	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	17	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	18	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	19	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	20	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	21	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	22	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	23	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	24	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	25	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	26	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	27	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	28	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	29	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	30	4	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	1	5	P01	#	#	#	#	#	#	#	#	#
M04	con50	label	2000tt	2	5	P01	#473#212	#552#6	#139	#	#	#	#56#597#284#358#356#429#436#574#383#460#386#451#459#481	#	#509#452
M04	con50	label	2000tt	3	5	P01	#473#212	#552#6	#139	#	#	#	#56#597#284#358#356#429#436#574#383#460#386#451#459#481	#	#585#280#332#413#331#281#234#339#155
M04	con50	label	2000tt	4	5	P01	#	#552	#	#	#	#	#56#597#284#358#356#429#436#574#383#460#386#451#459#481	#	#509
M04	con50	label	2000tt	5	5	P01	#	#	#	#	#	#	#597#358#356#429#436#574#383#460#386#459#481	#	#
M04	con50	label	2000tt	6	5	P01	#	#	#	#	#	#	#284#358#356#429#436#574#383#460#386#459#481	#	#
